timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.28,1.599,-0.757,-0.275,0.128,0.978,-0.768,0.546,-0.022,0.558,0.016,0.683,-0.099,-0.259,0.957,0.577,0.329,-0.088,-0.132,0.247,0.091,0.327,-0.098,0.078,0.326,-0.137,0.249,0.006,0.096,0.278,0.375,-0.273,0.143,0.01,0.148,-0.1,0.605,0.389,0.078,-0.106,0.027,-0.182,0.158,0.313,-0.055,0.067,-0.06,0.054,0.366,-0.121,0.019,-0.191,-0.046,0.134,-0.269,-0.118,-0.049,-0.083,0.056,-0.061,0.082,-0.015,0.089,0.013,-0.253,-0.021,0.016,-0.028,-0.078,0.057
50,1.499,1.279,-0.946,-0.076,0.114,1.073,-0.281,0.165,-0.111,0.51,0.28,0.914,0.088,0.065,0.437,0.162,0.061,-0.165,0.078,0.167,0.225,0.228,-0.145,-0.038,0.09,-0.115,-0.076,0.053,0.206,-0.011,0.267,0.122,0.082,0.16,0.02,0.054,0.397,0.093,0.007,-0.084,0.105,-0.152,0.355,0.234,-0.282,-0.036,-0.034,0.026,0.118,0.193,-0.071,0.138,0.096,0.236,-0.016,-0.143,0.015,-0.129,0.121,-0.176,0.018,-0.13,-0.037,-0.014,-0.155,-0.033,-0.012,0.003,0.06,0.024
100,1.721,1.525,-0.792,-0.203,-0.116,1.501,-0.167,0.188,-0.046,0.71,0.316,1.31,0.363,0.162,0.578,0.166,0.082,-0.173,0.15,0.042,-0.037,0.022,-0.112,-0.174,0.372,-0.244,-0.109,0.132,0.583,0.021,0.427,0.06,0.121,0.282,-0.03,0.154,0.101,0.003,-0.111,-0.23,-0.177,-0.309,0.375,0.134,-0.177,-0.05,-0.047,0.11,0.076,0.17,-0.132,0.124,0.06,0.195,-0.011,-0.044,0.104,-0.154,0.055,-0.174,0.018,-0.155,-0.05,-0.011,-0.057,-0.109,-0.106,0.068,0.089,0.059
150,1.597,1.797,-0.81,-0.1,-0.281,1.37,-0.367,0.177,-0.011,0.473,0.423,0.921,0.448,-0.369,0.563,-0.016,-0.08,0.039,0.23,-0.074,-0.025,0.038,-0.019,-0.14,0.432,-0.112,-0.137,0.313,0.476,-0.143,0.446,-0.247,-0.059,0.132,0.02,0.049,-0.097,-0.11,-0.116,-0.009,0.122,-0.203,0.271,0.139,-0.086,-0.077,-0.235,-0.04,0.075,0.025,-0.135,0.209,0.082,0.158,0.033,-0.084,-0.046,-0.103,-0.014,-0.102,0.084,-0.094,-0.012,-0.088,-0.131,-0.03,-0.076,0.013,-0.011,0.061
200,1.592,1.261,-0.732,-0.081,-0.148,1.296,-0.118,0.162,-0.063,0.644,0.464,0.965,0.208,0.027,0.553,0.145,0.043,-0.163,0.03,0.056,0.14,0.186,-0.228,-0.109,0.23,-0.184,-0.061,0.037,0.169,-0.15,0.436,-0.036,0.05,0.116,-0.078,0.154,0.223,-0.011,0.007,-0.015,0.088,-0.097,0.382,0.29,-0.184,-0.075,-0.141,0.106,0.143,0.187,0.074,0.08,0.048,0.251,-0.119,-0.12,-0.009,-0.095,0.102,-0.216,-0.024,-0.179,0.001,0.047,-0.038,-0.086,0.0,-0.028,0.153,0.021
250,1.871,1.271,-0.735,-0.261,-0.08,1.408,-0.033,0.157,-0.059,0.772,0.296,1.2,0.187,0.239,0.591,0.345,0.145,-0.185,-0.014,0.052,-0.028,0.158,-0.244,-0.213,0.296,-0.165,-0.04,0.045,0.45,0.021,0.452,0.211,0.055,0.402,-0.271,0.144,0.257,0.248,-0.055,-0.256,-0.166,-0.344,0.4,0.285,-0.257,0.116,-0.18,0.388,0.028,0.072,-0.005,0.17,0.218,0.305,-0.105,-0.174,0.032,-0.145,0.086,-0.172,-0.046,-0.157,-0.026,0.035,-0.073,-0.098,0.068,0.018,0.086,0.024
300,1.837,1.187,-0.922,-0.332,0.006,1.312,0.154,0.163,-0.269,0.719,0.379,1.289,0.18,0.315,0.359,0.086,0.077,-0.096,0.099,0.16,-0.101,-0.179,-0.238,-0.192,0.473,-0.392,-0.114,0.064,0.556,-0.06,0.685,0.167,-0.055,0.42,-0.229,0.211,-0.061,-0.072,-0.151,-0.408,-0.317,-0.466,0.335,-0.047,0.027,0.117,-0.317,0.327,-0.074,-0.005,-0.019,0.297,0.153,0.408,0.302,-0.013,-0.127,-0.014,0.081,-0.101,-0.202,-0.129,-0.144,0.018,0.212,0.01,0.145,0.023,0.3,-0.017
350,1.544,1.444,-0.967,-0.152,-0.033,1.17,0.052,0.228,-0.194,0.626,0.418,0.813,0.221,0.154,0.457,-0.094,-0.046,-0.161,0.047,0.179,-0.014,-0.241,-0.28,-0.104,0.401,-0.303,-0.15,0.004,0.569,-0.277,0.477,0.227,-0.125,-0.027,-0.198,0.055,-0.185,-0.071,0.008,-0.324,-0.302,-0.527,0.215,-0.031,0.008,0.045,-0.481,0.317,-0.111,-0.141,-0.088,0.149,0.115,0.071,0.3,0.042,0.019,-0.119,-0.052,0.067,-0.196,-0.075,-0.133,-0.075,0.222,0.036,0.041,0.043,0.166,0.14
400,1.681,2.003,-0.701,-0.007,-0.203,1.49,-0.506,0.623,0.071,0.606,0.264,0.765,0.297,-0.38,0.987,0.089,0.025,-0.05,-0.06,-0.091,-0.098,0.185,-0.021,-0.203,0.529,-0.315,0.224,-0.079,0.516,-0.079,0.382,-0.572,-0.092,-0.079,0.231,0.222,-0.125,0.357,-0.133,-0.12,0.069,-0.327,0.144,0.2,-0.189,-0.088,-0.225,0.023,0.124,-0.112,-0.139,-0.167,-0.054,-0.015,-0.004,0.007,0.023,-0.108,-0.073,-0.023,0.093,-0.083,0.018,-0.07,-0.206,-0.095,-0.029,-0.008,-0.046,0.026
450,1.561,1.378,-0.794,-0.193,0.018,0.987,-0.325,0.282,-0.159,0.578,0.211,0.912,0.058,-0.037,0.46,0.234,0.085,0.001,-0.025,0.089,0.083,0.239,-0.121,-0.143,0.364,-0.144,0.087,-0.034,0.311,0.017,0.359,-0.153,-0.045,0.113,-0.119,0.061,0.247,0.203,-0.091,-0.167,-0.07,-0.319,0.227,0.22,0.029,0.013,-0.202,0.057,0.143,-0.032,-0.067,0.075,-0.006,0.19,-0.008,-0.06,0.034,-0.102,-0.05,-0.055,0.042,-0.077,-0.018,0.014,-0.113,-0.076,-0.012,0.04,0.044,0.048
