timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.654,1.652,-0.846,-0.293,-0.255,1.342,-0.197,0.455,-0.092,0.518,0.359,1.084,0.384,-0.122,0.711,0.032,0.122,-0.11,0.029,0.092,-0.146,0.059,-0.14,-0.1,0.522,-0.242,0.08,0.081,0.353,-0.002,0.421,-0.334,0.124,-0.061,0.012,0.07,0.066,0.091,-0.066,-0.074,0.008,-0.33,0.28,0.205,-0.097,0.008,-0.28,0.014,0.137,-0.114,-0.162,-0.024,-0.039,0.043,0.087,0.032,-0.031,-0.134,-0.025,0.043,-0.087,-0.051,0.07,-0.044,0.051,0.006,-0.134,0.019,0.078,0.111
50,1.905,1.813,-0.772,-0.395,-0.107,1.205,-0.187,0.35,-0.191,0.518,0.285,0.937,0.03,-0.096,0.669,0.07,0.126,-0.104,-0.142,0.257,-0.126,0.063,-0.084,-0.087,0.474,-0.231,0.125,0.068,0.208,0.134,0.444,-0.218,0.077,0.065,-0.178,0.108,0.175,-0.145,-0.142,0.108,-0.07,-0.211,0.205,0.31,0.178,0.083,-0.252,-0.076,0.225,-0.097,-0.175,0.097,-0.099,0.056,0.073,-0.067,0.089,-0.143,-0.08,0.104,-0.011,-0.044,0.056,0.01,0.166,-0.01,-0.205,0.02,0.068,0.144
100,1.625,2.053,-0.957,-0.188,-0.51,1.663,0.004,0.531,0.025,0.46,0.655,0.636,0.465,-0.206,0.707,-0.213,-0.241,0.02,0.083,-0.089,-0.381,-0.243,-0.018,-0.18,0.66,-0.394,-0.174,0.047,0.614,-0.244,0.607,-0.202,0.04,-0.018,-0.111,0.156,-0.346,-0.169,-0.076,-0.128,-0.358,-0.484,0.268,0.025,0.128,-0.031,-0.598,-0.133,0.05,-0.069,-0.366,0.195,-0.09,-0.044,0.421,0.087,0.039,-0.127,-0.067,-0.009,-0.092,-0.109,-0.079,-0.23,0.204,0.102,-0.219,0.042,0.138,0.212
150,1.434,1.335,-0.755,-0.099,0.066,0.905,-0.574,0.411,-0.017,0.61,0.215,0.88,-0.035,-0.04,0.766,0.575,0.297,-0.409,-0.118,0.453,0.316,0.613,-0.189,-0.124,0.152,-0.06,0.273,-0.069,-0.211,0.311,0.225,-0.08,0.113,-0.111,0.102,0.012,0.719,0.32,0.129,0.158,0.386,0.029,0.334,0.65,-0.071,-0.013,0.002,-0.012,0.288,0.144,0.094,-0.064,-0.048,0.162,-0.451,-0.307,-0.056,-0.079,0.14,-0.269,0.217,-0.173,0.181,0.144,-0.271,-0.171,-0.017,-0.091,-0.034,-0.004
200,1.822,1.706,-0.748,-0.123,-0.126,1.176,-0.451,0.241,-0.125,0.456,0.191,0.814,0.15,-0.235,0.566,0.195,0.076,-0.002,0.08,-0.039,0.062,0.303,0.001,-0.068,0.144,-0.084,0.282,0.06,0.241,-0.019,0.163,-0.227,0.049,0.054,-0.021,0.118,0.25,0.033,0.061,0.22,0.269,0.123,0.25,0.432,-0.238,-0.051,0.021,-0.012,0.067,0.16,-0.141,0.039,0.012,0.001,-0.345,-0.185,0.047,-0.197,0.018,-0.249,0.213,-0.171,0.095,0.022,-0.307,-0.152,-0.236,-0.035,-0.14,0.096
250,1.475,1.432,-1.072,-0.02,-0.127,1.128,-0.573,0.207,-0.138,0.348,0.202,0.941,0.153,-0.177,0.414,0.034,0.053,-0.061,0.128,0.148,0.208,0.179,0.047,-0.146,0.176,-0.003,-0.155,0.545,0.363,-0.032,0.285,-0.023,-0.046,0.147,-0.028,0.006,0.021,-0.519,-0.058,0.224,0.281,0.005,0.387,0.274,-0.08,-0.055,0.031,-0.213,0.035,0.127,-0.239,0.233,-0.015,-0.137,-0.008,-0.104,0.041,-0.183,-0.062,-0.202,0.099,-0.16,0.058,-0.154,-0.301,-0.1,-0.158,0.012,-0.015,0.148
300,1.197,1.773,-0.766,0.046,-0.164,1.007,-0.732,0.431,0.022,0.326,0.194,0.726,0.07,-0.324,0.684,0.304,-0.036,-0.14,-0.047,0.157,0.064,0.432,-0.048,-0.092,0.17,0.013,-0.007,0.341,0.078,0.172,0.059,-0.203,-0.092,-0.163,0.229,-0.075,0.142,0.114,0.009,0.108,0.371,-0.095,0.243,0.357,-0.231,-0.111,0.089,-0.287,0.224,0.075,-0.265,0.009,-0.084,-0.067,-0.178,-0.175,0.077,-0.223,0.015,-0.132,0.285,-0.087,0.148,-0.104,-0.363,-0.066,-0.161,0.034,-0.135,0.158
350,1.349,1.743,-0.826,-0.322,-0.094,1.218,-0.356,0.498,-0.092,0.736,0.332,0.783,0.033,0.081,0.632,0.298,0.117,-0.16,-0.113,0.318,0.111,0.103,-0.274,-0.15,0.284,-0.294,-0.022,-0.011,0.287,-0.101,0.461,0.147,0.004,0.143,-0.208,0.184,0.207,-0.099,0.04,-0.092,-0.073,-0.345,0.377,0.209,0.006,0.153,-0.304,0.354,-0.118,0.046,0.01,0.236,0.128,0.265,0.045,-0.092,-0.043,-0.115,0.007,-0.071,-0.142,-0.083,-0.023,0.064,0.064,-0.057,0.063,0.006,0.176,0.068
400,1.484,1.262,-0.89,-0.172,-0.098,1.024,-0.298,0.256,-0.106,0.372,0.33,0.972,0.143,-0.109,0.463,0.032,0.061,-0.069,0.03,0.048,-0.069,0.095,-0.087,-0.036,0.292,-0.159,0.002,0.308,0.27,-0.011,0.313,-0.11,0.146,0.008,0.014,0.062,0.074,-0.006,-0.017,-0.035,0.064,-0.187,0.277,0.155,-0.062,0.01,-0.133,-0.086,0.067,-0.004,-0.157,0.074,-0.042,0.143,0.065,-0.037,-0.024,-0.082,-0.002,-0.08,-0.031,-0.109,0.009,0.002,-0.042,-0.024,-0.052,0.029,0.073,0.121
450,1.938,1.555,-0.8,-0.281,-0.238,1.132,0.136,0.18,-0.146,0.575,0.314,1.018,0.141,0.337,0.543,0.049,0.138,-0.155,0.043,0.27,-0.01,0.112,-0.166,-0.203,0.252,-0.193,-0.184,0.046,0.293,0.052,0.444,0.213,0.176,0.212,-0.223,0.101,0.319,-0.11,-0.058,-0.112,-0.08,-0.186,0.377,0.231,-0.096,0.049,-0.127,0.263,0.132,0.142,-0.043,0.197,0.097,0.268,-0.141,-0.241,0.025,-0.175,0.15,-0.175,0.046,-0.14,0.151,0.085,-0.073,-0.109,-0.05,-0.054,0.105,0.174
