timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.656,1.469,-0.894,-0.355,-0.096,1.215,-0.027,0.226,-0.171,0.68,0.313,1.019,0.061,0.343,0.458,0.169,0.091,-0.055,0.013,0.209,0.02,0.004,-0.268,-0.234,0.335,-0.195,-0.192,0.112,0.385,-0.065,0.532,0.13,0.128,0.36,-0.306,0.182,0.187,-0.165,0.036,-0.203,-0.272,-0.379,0.347,-0.081,0.015,0.145,-0.245,0.436,-0.029,0.037,-0.043,0.394,0.21,0.409,0.114,-0.15,-0.064,-0.063,0.056,-0.232,-0.056,-0.14,-0.092,0.092,0.053,-0.037,0.087,0.02,0.237,0.099
50,1.454,1.38,-1.069,-0.237,-0.142,1.022,-0.689,0.064,-0.136,0.338,0.195,1.065,0.105,-0.172,0.451,0.224,0.074,-0.132,0.082,0.181,0.246,0.361,0.032,-0.083,-0.03,-0.003,-0.064,0.506,0.205,0.083,0.125,-0.199,0.029,0.217,0.146,-0.07,0.161,-0.137,0.004,0.184,0.388,0.007,0.32,0.295,-0.219,-0.123,0.247,-0.269,0.131,0.191,-0.239,0.231,0.064,0.119,-0.161,-0.252,0.034,-0.172,0.004,-0.259,0.192,-0.15,0.118,-0.135,-0.409,-0.037,-0.125,0.002,0.022,0.136
100,1.391,1.787,-0.775,-0.035,-0.289,1.367,-0.545,0.507,0.088,0.469,0.264,0.867,0.371,-0.403,0.791,0.194,0.048,-0.112,0.076,-0.017,-0.008,0.249,-0.062,-0.029,0.508,-0.216,0.127,0.028,0.229,0.004,0.394,-0.675,0.031,-0.055,0.184,0.115,0.036,0.176,-0.062,0.105,0.221,-0.165,0.233,0.305,-0.092,-0.123,-0.242,-0.269,0.262,-0.133,-0.206,-0.101,-0.18,-0.127,0.07,0.044,0.03,-0.164,-0.044,0.085,0.079,0.013,0.097,-0.162,-0.069,-0.029,-0.114,-0.0,-0.102,0.036
150,1.571,1.284,-0.928,-0.096,0.127,1.022,-0.435,0.101,-0.151,0.597,0.306,1.38,0.024,0.019,0.454,0.214,0.21,-0.173,0.055,0.231,0.337,0.315,-0.102,-0.132,0.103,-0.101,-0.034,0.386,0.262,0.16,0.318,0.018,0.19,0.267,0.047,-0.043,0.406,-0.029,0.029,0.032,0.225,-0.042,0.47,0.259,-0.255,0.067,0.248,0.048,0.134,0.167,-0.071,-0.012,-0.018,0.057,-0.29,-0.157,0.086,-0.204,-0.027,-0.136,0.188,-0.063,0.083,-0.054,-0.296,-0.169,-0.002,-0.005,0.006,0.06
200,1.43,1.519,-0.88,-0.107,-0.04,1.182,-0.554,0.422,-0.031,0.508,0.131,0.973,0.152,-0.285,0.734,0.182,0.113,-0.125,0.043,0.118,0.064,0.152,-0.104,0.004,0.404,-0.191,0.127,0.041,0.298,-0.001,0.406,-0.57,-0.067,-0.028,0.132,0.133,0.142,0.237,-0.066,0.033,0.099,-0.206,0.222,0.152,-0.191,-0.095,-0.116,-0.046,0.23,-0.116,-0.091,0.034,0.004,0.072,-0.155,-0.085,-0.053,-0.108,0.018,-0.061,0.107,-0.049,0.062,-0.053,-0.173,-0.061,-0.055,-0.027,-0.019,0.072
250,1.639,1.251,-0.841,-0.141,-0.132,1.162,-0.318,0.156,-0.147,0.508,0.252,1.099,0.086,0.018,0.466,0.213,0.123,-0.029,0.009,0.175,0.095,0.075,-0.104,-0.198,0.195,-0.088,-0.073,0.263,0.238,0.038,0.468,0.007,0.029,0.308,-0.017,0.037,0.135,-0.2,-0.113,-0.062,0.03,-0.156,0.388,0.346,-0.167,0.038,-0.093,0.024,-0.015,0.131,-0.114,0.281,0.039,0.169,-0.035,-0.207,0.018,-0.099,0.06,-0.114,0.054,-0.076,0.056,0.017,-0.058,-0.129,-0.015,0.01,0.196,0.07
300,1.76,1.664,-0.86,-0.08,-0.129,1.287,-0.613,0.341,-0.028,0.379,0.269,0.971,0.148,-0.304,0.577,0.112,-0.023,-0.083,0.035,-0.044,0.126,0.311,-0.032,0.076,0.22,-0.119,0.272,0.147,0.466,-0.006,0.229,-0.406,0.03,0.088,0.093,0.089,0.196,0.232,-0.135,-0.002,0.252,-0.117,0.191,0.265,-0.233,0.044,0.022,-0.191,0.162,-0.158,-0.061,-0.067,-0.077,-0.129,-0.154,-0.019,0.037,-0.195,-0.151,-0.005,0.162,-0.047,-0.009,-0.103,-0.345,-0.027,-0.094,-0.02,-0.037,0.129
350,1.767,1.47,-0.871,-0.421,-0.067,1.476,-0.063,0.261,-0.17,0.864,0.378,1.34,0.279,0.282,0.55,-0.001,0.055,-0.155,0.128,0.255,-0.054,-0.146,-0.399,-0.214,0.511,-0.372,-0.173,0.036,0.533,-0.203,0.71,-0.11,-0.066,0.162,-0.1,0.262,-0.036,-0.095,-0.14,-0.301,-0.409,-0.605,0.213,-0.039,-0.01,0.039,-0.466,0.345,0.094,-0.124,-0.011,0.224,0.066,0.206,0.251,-0.032,-0.032,-0.088,-0.059,-0.008,-0.145,-0.123,-0.049,-0.053,0.1,-0.011,0.075,-0.001,0.272,0.155
400,1.799,1.765,-1.032,-0.314,-0.092,1.311,-0.387,0.263,-0.103,0.569,0.355,1.054,0.119,-0.191,0.444,0.167,-0.032,-0.095,0.035,0.181,0.105,0.286,-0.125,-0.095,0.257,-0.169,-0.012,0.202,0.339,-0.096,0.36,-0.173,-0.077,0.198,0.058,0.085,-0.043,0.106,0.037,0.08,0.133,-0.329,0.104,0.061,-0.172,0.049,-0.122,0.034,-0.01,-0.142,-0.216,0.222,0.096,0.136,0.058,-0.098,-0.052,-0.082,-0.037,-0.13,0.04,-0.007,0.004,-0.06,-0.066,-0.071,-0.088,0.005,0.031,0.072
450,1.648,1.527,-0.852,-0.406,-0.171,1.261,-0.232,0.371,-0.036,0.531,0.19,1.091,0.212,-0.008,0.68,0.154,0.045,-0.098,0.016,0.121,-0.016,-0.104,-0.191,0.013,0.427,-0.347,-0.102,-0.074,0.449,-0.047,0.544,-0.212,0.002,0.074,0.038,0.193,-0.081,0.33,-0.037,-0.256,-0.107,-0.431,0.146,-0.02,-0.11,-0.073,-0.387,0.173,0.064,-0.08,-0.011,0.076,0.03,0.077,-0.05,-0.093,0.065,-0.111,0.014,-0.004,0.029,-0.04,-0.022,-0.026,-0.067,-0.074,0.006,-0.009,0.071,0.093
