timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.632,1.865,-0.604,-0.216,-0.093,1.255,-0.306,0.545,-0.132,0.823,0.366,0.991,0.123,0.002,0.807,0.442,0.126,-0.209,-0.123,0.341,-0.007,0.178,-0.295,-0.104,0.594,-0.31,0.047,-0.12,0.162,0.026,0.549,-0.219,-0.118,-0.13,-0.041,0.104,0.219,0.289,-0.059,-0.027,-0.107,-0.317,0.17,0.291,-0.046,-0.094,-0.291,0.111,0.255,-0.136,-0.008,-0.114,-0.025,0.241,0.027,-0.101,-0.127,-0.075,0.071,-0.015,-0.002,-0.086,0.022,-0.035,-0.017,0.049,0.001,-0.021,0.056,0.071
50,1.473,1.632,-0.703,-0.01,-0.179,0.979,-0.277,0.277,-0.033,0.366,0.392,0.709,0.144,-0.163,0.448,0.07,-0.119,-0.319,-0.195,0.157,0.105,0.277,-0.123,-0.097,0.178,-0.131,0.076,0.155,0.207,0.083,0.054,-0.184,-0.045,-0.159,0.031,0.045,0.066,0.169,-0.088,0.067,0.254,-0.157,0.189,0.369,-0.152,-0.068,-0.194,-0.037,0.101,-0.041,-0.062,-0.017,-0.012,0.059,-0.068,0.031,0.04,-0.092,-0.038,-0.063,0.025,-0.035,0.009,-0.048,-0.065,-0.082,-0.145,0.057,-0.019,0.024
100,1.313,1.45,-0.872,-0.052,0.053,1.001,-0.443,0.391,-0.173,0.701,0.253,0.982,0.009,0.078,0.655,0.355,0.153,-0.256,-0.157,0.429,0.195,0.192,-0.209,-0.112,0.344,-0.293,0.028,0.03,0.304,0.068,0.388,-0.01,-0.085,-0.136,-0.022,0.032,0.361,0.133,-0.014,-0.097,-0.178,-0.229,0.266,0.282,0.002,0.016,-0.188,0.139,0.151,-0.106,-0.087,0.082,-0.03,0.088,-0.059,-0.103,0.026,-0.054,-0.029,-0.091,0.033,-0.159,0.049,-0.025,-0.163,-0.094,0.054,0.009,0.055,0.092
150,1.498,1.493,-0.844,-0.085,-0.124,1.07,-0.332,0.167,-0.063,0.537,0.286,0.889,0.089,0.093,0.448,0.149,0.067,-0.011,0.094,0.169,0.014,0.107,-0.147,-0.292,0.185,-0.032,-0.096,0.188,0.275,-0.037,0.411,0.186,-0.054,0.305,-0.213,0.055,0.157,-0.224,-0.082,-0.106,0.039,-0.169,0.437,0.337,-0.021,0.008,-0.104,0.103,0.034,0.147,-0.138,0.234,0.092,0.188,0.045,-0.174,-0.005,-0.185,0.076,-0.188,0.067,-0.154,0.037,-0.017,-0.063,-0.086,0.047,0.003,0.137,0.099
200,1.672,2.119,-0.956,-0.028,-0.423,1.81,-0.45,0.603,0.055,0.507,0.583,0.815,0.552,-0.593,0.773,-0.229,-0.256,0.034,0.122,-0.344,-0.16,-0.105,-0.072,-0.125,0.644,-0.285,0.025,0.091,0.584,-0.273,0.484,-0.608,-0.072,-0.164,0.087,0.128,-0.497,-0.019,-0.161,0.031,0.096,-0.389,0.204,0.069,-0.116,-0.1,-0.61,-0.322,0.152,-0.317,-0.414,-0.071,-0.211,-0.341,0.412,0.276,0.105,-0.175,-0.279,0.214,-0.039,-0.007,-0.101,-0.273,0.074,0.114,-0.277,0.05,-0.073,0.198
250,1.768,1.653,-0.963,-0.281,-0.221,1.505,-0.22,0.25,-0.03,0.62,0.45,1.255,0.304,-0.036,0.609,0.149,-0.024,-0.113,0.125,0.165,-0.012,0.153,-0.174,-0.329,0.371,-0.299,-0.131,0.156,0.541,-0.07,0.534,0.149,-0.028,0.154,-0.116,0.019,0.011,-0.072,-0.111,-0.155,-0.032,-0.311,0.4,0.248,-0.15,-0.023,-0.175,0.011,0.011,0.215,-0.29,0.181,-0.018,-0.022,0.023,-0.16,0.084,-0.247,0.011,-0.137,0.157,-0.137,0.039,-0.149,-0.162,-0.024,-0.176,0.034,0.069,0.198
300,1.371,1.856,-0.699,0.004,-0.257,1.244,-0.514,0.455,0.174,0.485,0.213,0.619,0.36,-0.25,0.729,0.07,0.012,-0.038,0.118,-0.005,0.018,0.217,-0.063,-0.264,0.308,-0.11,-0.0,0.122,0.216,-0.037,0.272,-0.172,-0.056,0.104,-0.006,0.062,0.018,-0.051,-0.068,-0.09,0.069,-0.155,0.285,0.113,-0.078,-0.052,-0.26,-0.018,0.03,0.08,-0.159,0.091,-0.008,-0.044,0.114,0.095,0.069,-0.147,-0.029,-0.075,-0.007,-0.114,-0.048,-0.063,-0.063,0.055,-0.104,-0.017,0.075,0.12
350,1.38,1.339,-0.922,-0.154,-0.083,0.949,-0.737,0.225,-0.126,0.475,0.071,0.809,0.003,-0.197,0.594,0.285,0.229,-0.038,0.074,0.243,0.22,0.391,-0.051,-0.144,0.015,0.091,0.04,0.421,0.028,-0.037,0.215,-0.085,0.031,0.162,0.045,0.007,0.383,-0.169,0.09,0.339,0.333,0.047,0.233,0.339,-0.124,-0.016,0.01,-0.06,0.029,0.123,-0.092,0.276,0.076,0.132,-0.168,-0.182,-0.02,-0.064,0.043,-0.25,0.131,-0.172,0.043,0.035,-0.279,-0.138,-0.008,-0.047,-0.016,0.079
400,1.23,1.727,-0.961,-0.115,-0.109,1.172,-0.509,0.41,-0.001,0.615,0.423,0.728,0.143,-0.147,0.654,0.055,0.084,-0.134,-0.016,0.016,0.129,0.093,-0.192,-0.158,0.321,-0.172,0.007,0.187,0.099,-0.114,0.458,-0.086,0.052,0.045,0.027,0.033,0.158,-0.086,0.038,-0.0,0.049,-0.207,0.174,0.119,0.058,0.044,-0.137,0.096,0.099,-0.065,-0.124,0.205,0.034,-0.02,0.165,-0.024,0.018,-0.148,-0.102,-0.056,0.051,-0.08,-0.006,-0.068,-0.124,-0.04,-0.041,-0.016,0.041,0.108
450,1.513,1.453,-0.952,-0.109,-0.053,1.194,-0.207,0.344,-0.106,0.542,0.495,1.15,0.185,-0.164,0.38,-0.088,-0.054,-0.09,-0.064,-0.067,0.007,-0.116,-0.079,-0.099,0.517,-0.261,-0.008,0.19,0.43,-0.099,0.608,-0.144,-0.085,0.071,-0.015,-0.022,-0.079,0.074,-0.111,-0.332,-0.163,-0.366,0.32,0.026,-0.022,-0.027,-0.205,-0.183,0.069,-0.071,-0.273,0.004,-0.168,0.015,0.193,0.097,0.04,-0.104,-0.049,-0.024,0.003,-0.058,-0.095,-0.145,-0.041,-0.015,-0.073,0.035,0.013,0.068
