timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.405,1.672,-0.862,0.006,-0.05,1.075,-0.793,0.564,-0.063,0.353,0.212,0.799,0.016,-0.421,0.652,0.334,0.001,-0.051,-0.119,0.08,0.202,0.292,-0.071,0.03,0.354,-0.157,0.365,0.09,0.219,-0.012,0.265,-0.467,-0.181,-0.174,0.193,0.077,0.062,0.337,-0.039,0.036,0.289,-0.09,0.151,0.262,-0.166,-0.095,-0.159,-0.269,0.141,-0.149,-0.128,-0.154,-0.172,-0.126,-0.107,-0.003,-0.07,-0.118,-0.001,0.069,0.058,-0.048,0.106,-0.134,-0.226,-0.093,-0.095,-0.052,-0.099,0.055
50,1.589,1.742,-0.717,-0.183,0.134,1.039,-0.846,0.709,-0.185,0.705,0.046,0.948,-0.035,-0.321,0.949,0.422,0.291,-0.163,-0.171,0.359,0.223,0.376,-0.23,-0.01,0.452,-0.225,0.358,-0.061,0.129,0.065,0.322,-0.571,-0.161,-0.249,0.148,0.053,0.24,0.191,-0.023,0.157,0.103,-0.054,0.115,0.332,-0.015,-0.031,-0.181,-0.093,0.17,-0.07,-0.019,-0.118,-0.04,0.085,-0.274,-0.176,-0.049,-0.065,0.034,-0.062,0.12,-0.109,0.131,-0.027,-0.311,-0.126,-0.015,-0.057,-0.081,0.039
100,1.502,1.116,-0.927,-0.097,-0.057,0.976,-0.438,0.109,-0.112,0.334,0.282,0.913,0.083,-0.167,0.287,0.102,0.087,-0.05,0.181,0.151,0.277,0.395,0.045,-0.097,-0.011,0.04,0.03,0.517,0.152,0.035,0.122,-0.087,0.074,0.139,0.022,0.008,0.264,-0.093,0.028,0.218,0.362,0.077,0.287,0.305,-0.107,-0.104,0.124,-0.253,0.197,0.107,-0.062,0.12,0.026,0.164,-0.158,-0.151,-0.061,-0.081,0.074,-0.322,0.18,-0.112,-0.024,0.001,-0.291,-0.083,-0.041,0.025,-0.007,0.053
150,1.561,1.683,-0.696,-0.177,0.154,1.071,-0.687,0.557,-0.253,0.604,0.217,0.949,-0.074,-0.345,0.79,0.508,0.217,-0.17,-0.319,0.387,0.128,0.23,-0.159,0.156,0.493,-0.163,0.243,-0.135,0.057,0.15,0.496,-0.397,-0.106,-0.319,0.16,-0.147,0.286,0.506,-0.078,0.083,0.143,-0.189,-0.015,0.435,0.028,-0.039,-0.426,-0.119,0.184,-0.367,-0.111,-0.276,-0.186,-0.108,0.009,0.103,-0.028,-0.01,-0.194,0.141,-0.006,-0.008,-0.038,-0.056,-0.093,-0.073,-0.031,-0.034,-0.112,0.027
200,1.468,1.399,-0.86,-0.123,-0.032,1.1,-0.616,0.218,-0.03,0.613,0.199,1.112,0.146,-0.055,0.802,0.413,0.227,-0.209,0.005,0.328,0.266,0.353,-0.162,-0.148,0.195,-0.069,-0.107,0.306,0.121,0.134,0.198,-0.151,-0.001,0.007,0.193,0.025,0.318,0.101,0.04,0.08,0.281,-0.057,0.301,0.413,-0.271,-0.118,0.042,0.09,0.115,0.061,-0.071,0.064,0.056,0.152,-0.232,-0.217,-0.052,-0.123,0.112,-0.218,0.103,-0.165,0.116,0.012,-0.261,-0.125,0.036,-0.027,0.058,0.078
250,1.569,1.931,-0.92,-0.049,-0.487,1.319,-0.655,0.275,0.132,0.28,0.475,0.518,0.306,-0.567,0.449,-0.139,-0.113,-0.045,0.123,-0.168,0.075,0.274,0.195,-0.245,0.107,0.039,0.07,0.303,0.204,-0.159,0.071,-0.376,0.052,0.198,0.014,-0.005,-0.05,-0.401,-0.015,0.226,0.409,0.029,0.261,0.346,-0.039,-0.048,-0.25,-0.504,0.075,0.086,-0.38,0.286,-0.114,-0.199,0.104,-0.084,0.093,-0.239,-0.144,-0.231,0.313,-0.169,0.013,-0.18,-0.414,-0.102,-0.162,0.033,-0.074,0.228
300,1.5,1.86,-0.817,-0.176,-0.132,1.437,-0.865,0.578,0.181,0.569,0.138,0.602,0.267,-0.468,1.049,0.337,0.166,-0.006,0.145,-0.008,0.134,0.413,-0.071,-0.08,0.321,-0.123,0.232,0.103,0.271,-0.068,0.267,-0.467,0.075,0.073,0.186,0.004,0.196,0.218,0.022,0.041,0.181,-0.249,0.298,0.214,-0.205,0.016,-0.132,-0.031,0.189,-0.081,-0.192,-0.097,-0.071,-0.105,0.026,0.032,-0.015,-0.141,0.005,0.038,-0.051,-0.018,0.002,-0.144,-0.118,0.026,0.004,-0.045,-0.078,0.042
350,1.705,1.596,-0.819,-0.108,-0.064,1.335,-0.531,0.599,-0.062,0.539,0.209,0.93,0.156,-0.264,0.729,0.148,0.111,0.025,0.042,0.068,0.007,0.102,-0.065,-0.088,0.512,-0.337,0.203,0.173,0.504,-0.047,0.412,-0.348,0.019,0.007,-0.078,0.233,0.097,0.061,-0.046,-0.071,0.048,-0.252,0.261,0.115,0.024,0.023,-0.212,0.154,0.053,-0.047,0.013,0.057,-0.024,0.2,-0.082,-0.074,-0.103,-0.099,0.015,-0.073,-0.016,-0.075,0.038,-0.015,-0.081,-0.093,-0.01,-0.034,0.121,0.047
400,1.512,1.314,-0.94,-0.18,-0.217,1.276,-0.155,0.217,-0.056,0.637,0.442,0.702,0.183,-0.036,0.408,-0.013,-0.025,-0.001,0.066,0.095,-0.018,-0.082,-0.099,-0.225,0.352,-0.184,-0.13,0.094,0.47,-0.086,0.455,0.173,-0.024,0.27,-0.267,0.17,0.054,-0.116,-0.131,-0.078,-0.123,-0.26,0.373,0.107,-0.034,0.107,-0.167,0.368,-0.02,0.07,-0.005,0.228,0.151,0.288,-0.01,-0.081,0.013,-0.162,0.004,-0.144,-0.049,-0.122,-0.089,0.046,0.015,-0.016,0.023,0.008,0.137,0.111
450,1.434,1.469,-0.996,0.014,-0.225,1.249,-0.496,0.098,-0.001,0.294,0.471,0.911,0.269,-0.261,0.325,-0.049,-0.16,-0.129,0.124,0.046,0.261,0.241,0.033,-0.154,0.008,-0.005,-0.069,0.498,0.385,-0.189,0.105,-0.12,-0.031,0.15,0.133,0.037,-0.103,-0.14,-0.021,0.107,0.317,-0.042,0.164,0.182,-0.38,-0.166,-0.011,-0.203,0.099,0.042,-0.227,0.033,-0.06,-0.172,-0.074,-0.052,0.076,-0.219,-0.034,-0.112,0.225,-0.112,0.024,-0.153,-0.281,-0.096,-0.055,0.01,-0.049,0.123
