pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64
-23.929,-3.065,32.81,-139.312,-72.716,39.368,20.484,-21.871,-46.315,-24.551,-8.594,5.519,12.168,39.534,-29.299,-5.422,25.038,-108.035,-3.873,-6.975,-35.213,-32.342,-46.616,-19.531,23.529,42.067,-30.209,11.469,36.886,50.51,1.918,-21.004,35.457,-10.651,-20.905,20.205,-1.916,1.843,-9.589,8.213,-8.229,22.456,28.558,37.009,25.82,15.366,3.871,-8.365,-10.984,-4.755,-10.607,21.418,7.279,1.866,12.672,9.84,-10.536,-10.054,2.261,-12.132,11.866,9.015,-9.026,0.251,12.574
