timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.245,1.269,-0.883,0.197,-0.083,1.038,-0.536,0.372,0.024,0.203,0.19,0.593,0.12,-0.393,0.254,-0.055,-0.082,0.095,0.059,-0.199,0.116,0.24,0.147,-0.114,0.173,-0.056,0.158,0.23,0.424,-0.191,0.035,-0.134,-0.034,0.291,-0.148,0.22,-0.043,-0.139,-0.134,0.102,0.345,0.022,0.365,0.353,-0.125,-0.04,0.002,-0.16,-0.07,0.225,-0.142,0.187,0.026,0.074,-0.142,-0.061,0.033,-0.179,0.159,-0.22,0.099,-0.176,0.076,-0.085,-0.199,-0.131,-0.046,-0.052,0.033,0.035
50,1.55,1.345,-0.811,-0.165,0.101,1.131,-0.431,0.576,-0.195,0.628,0.261,0.963,0.14,-0.093,0.746,0.419,0.131,-0.176,-0.122,0.318,0.063,0.138,-0.258,-0.064,0.53,-0.285,0.201,-0.049,0.226,-0.013,0.5,-0.201,-0.124,-0.125,0.028,0.071,0.202,0.277,-0.162,-0.166,-0.045,-0.394,0.205,0.256,-0.011,-0.006,-0.286,0.054,0.224,-0.202,-0.048,-0.101,-0.053,0.049,0.083,0.071,-0.047,-0.132,-0.066,0.115,-0.031,-0.058,0.028,-0.041,-0.083,-0.046,0.052,-0.018,-0.011,0.035
100,1.125,1.632,-0.825,-0.174,0.013,0.989,-0.756,0.539,-0.082,0.562,0.206,0.82,0.027,-0.264,0.796,0.37,0.192,-0.279,-0.166,0.336,0.077,0.298,-0.19,-0.084,0.395,-0.125,0.187,0.06,0.007,0.162,0.448,-0.27,-0.03,-0.091,0.108,-0.075,0.342,0.188,-0.03,-0.007,0.012,-0.225,0.134,0.314,0.043,-0.032,-0.103,-0.087,0.326,-0.095,-0.219,-0.044,-0.115,-0.016,-0.109,-0.136,0.056,-0.111,-0.009,-0.032,0.169,-0.068,0.136,-0.086,-0.284,-0.066,-0.084,0.021,-0.109,0.106
150,1.286,1.554,-0.954,0.119,-0.111,1.165,-0.433,0.341,-0.045,0.424,0.464,0.749,0.234,-0.322,0.563,0.12,-0.028,-0.05,-0.105,0.088,0.018,0.135,-0.051,-0.175,0.365,-0.117,0.072,0.241,0.266,-0.004,0.243,-0.223,-0.089,-0.014,0.076,0.076,-0.101,-0.146,-0.1,0.078,0.247,-0.096,0.26,0.247,-0.056,-0.025,-0.109,-0.157,-0.002,0.02,-0.25,0.148,-0.021,0.058,-0.021,-0.002,0.047,-0.086,0.001,-0.141,0.072,-0.116,-0.038,-0.102,-0.146,-0.077,-0.095,0.014,0.015,0.069
200,1.327,1.678,-0.883,-0.126,-0.177,1.146,-0.515,0.32,0.013,0.494,0.293,0.914,0.148,-0.08,0.583,0.269,0.153,-0.227,0.058,0.233,0.168,0.303,-0.083,-0.215,0.161,-0.129,-0.04,0.247,0.223,0.073,0.264,-0.107,0.138,-0.058,-0.051,0.021,0.258,-0.076,-0.094,0.146,0.169,-0.157,0.307,0.298,-0.089,-0.032,-0.164,-0.051,0.167,0.117,-0.202,0.079,0.005,-0.011,-0.01,-0.136,0.107,-0.214,-0.058,-0.032,0.116,-0.106,0.081,-0.079,-0.14,-0.047,-0.175,-0.002,0.023,0.126
250,1.34,1.649,-0.864,-0.141,-0.024,1.113,-0.575,0.562,-0.085,0.543,0.231,0.823,-0.018,-0.278,0.79,0.248,0.2,-0.123,-0.079,0.234,0.052,0.25,-0.103,-0.037,0.294,-0.198,0.139,0.013,0.154,0.123,0.313,-0.188,0.06,-0.012,0.02,0.004,0.232,0.188,-0.039,-0.057,0.111,-0.257,0.241,0.167,0.001,0.018,-0.202,-0.003,0.164,-0.154,-0.074,0.006,-0.049,0.044,-0.099,-0.007,0.001,-0.066,-0.047,0.041,0.022,-0.024,0.065,-0.033,-0.112,-0.069,-0.034,-0.036,-0.057,0.001
300,1.718,2.102,-0.737,-0.195,-0.32,1.698,-0.557,0.935,-0.058,0.643,0.314,1.226,0.52,-0.737,1.048,0.14,-0.136,-0.148,-0.165,-0.102,-0.407,-0.144,-0.17,0.065,1.088,-0.528,0.276,-0.269,0.672,-0.153,0.614,-1.127,-0.427,-0.406,0.236,0.229,-0.43,0.546,-0.447,-0.203,-0.305,-0.623,-0.085,0.072,0.013,-0.282,-0.741,-0.475,0.392,-0.657,-0.318,-0.474,-0.498,-0.436,0.323,0.275,0.089,-0.101,-0.176,0.503,-0.07,0.129,0.017,-0.372,0.147,0.168,-0.275,0.053,-0.128,0.12
350,1.453,2.221,-0.976,-0.17,-0.367,1.605,-0.792,0.737,0.145,0.478,0.486,0.639,0.407,-0.745,0.836,-0.078,-0.165,-0.095,0.032,-0.271,-0.132,0.125,0.081,-0.043,0.589,-0.172,0.184,0.171,0.363,-0.126,0.422,-0.801,-0.07,-0.107,0.136,0.092,-0.289,-0.01,-0.205,0.061,0.119,-0.32,0.194,0.206,0.003,-0.121,-0.41,-0.496,0.189,-0.191,-0.461,-0.049,-0.288,-0.322,0.188,0.223,0.175,-0.186,-0.208,0.189,0.08,-0.017,0.026,-0.264,-0.097,-0.007,-0.322,0.033,-0.14,0.108
400,1.226,2.235,-0.852,-0.117,-0.427,1.701,-0.483,0.77,0.147,0.592,0.367,0.778,0.55,-0.568,0.983,-0.054,-0.104,-0.051,0.106,-0.237,-0.179,-0.071,-0.163,-0.106,0.857,-0.368,0.166,-0.098,0.414,-0.217,0.654,-0.727,-0.027,-0.23,0.193,0.205,-0.455,0.282,-0.198,-0.15,0.031,-0.466,0.158,0.042,-0.043,-0.192,-0.484,-0.005,0.07,-0.098,-0.201,-0.053,-0.121,0.028,0.122,0.168,0.04,-0.112,-0.016,0.067,-0.078,-0.012,-0.057,-0.135,0.031,0.071,-0.167,-0.009,0.019,0.096
450,1.56,1.66,-0.989,-0.122,-0.145,1.335,-0.366,0.578,-0.202,0.467,0.341,0.988,0.296,-0.239,0.544,0.065,-0.104,-0.084,-0.095,-0.077,-0.154,-0.072,-0.145,-0.133,0.621,-0.308,0.145,0.134,0.5,-0.102,0.444,-0.381,-0.148,-0.083,0.078,0.08,-0.34,0.118,-0.217,-0.12,-0.172,-0.397,0.125,0.031,0.061,-0.071,-0.387,-0.227,0.102,-0.23,-0.312,0.015,-0.152,-0.068,0.344,0.234,0.059,-0.048,-0.016,0.063,-0.153,-0.05,-0.167,-0.172,0.122,0.064,-0.117,0.026,0.062,0.084
