pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64
-55.088,-31.609,21.84,-171.271,-54.476,40.077,-3.982,9.781,22.965,-17.258,-20.073,-37.333,45.054,16.116,-27.58,12.284,34.393,-73.143,-2.549,-20.264,-11.263,-8.198,-37.201,12.231,17.456,40.804,-36.743,-9.164,38.248,22.67,6.254,-14.542,30.775,5.535,-11.193,25.364,-3.702,9.823,-22.634,23.577,-18.155,30.224,18.321,43.909,10.07,13.266,17.569,-5.055,-14.844,10.26,-27.696,5.997,-1.105,-1.492,6.303,-0.917,11.421,1.195,-13.533,4.257,8.175,-3.109,-1.186,-1.611,-1.637
