pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64
-12.836,1.865,29.118,-146.811,-59.469,39.905,6.888,-20.515,9.268,-29.302,-12.661,-11.404,36.576,32.373,-50.047,-6.274,30.485,-93.025,-0.76,-20.791,20.657,-3.895,-62.701,-60.403,6.935,24.24,-18.018,7.776,5.128,25.255,16.645,-27.685,48.181,-26.649,-30.293,20.996,7.816,3.788,-25.1,29.042,0.001,32.198,35.744,45.403,33.446,17.108,14.296,-3.448,-14.828,-2.139,-8.908,8.745,0.904,-11.306,16.733,15.54,-5.082,1.629,-8.405,-0.733,27.351,-15.007,3.293,7.648,-6.081
