timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.495,1.851,-1.003,-0.257,-0.233,1.488,-0.273,0.468,-0.024,0.496,0.461,0.679,0.309,-0.322,0.661,-0.189,-0.095,0.004,0.141,-0.075,-0.119,-0.095,0.03,-0.059,0.531,-0.232,0.066,0.061,0.521,-0.151,0.478,-0.245,0.157,-0.11,-0.087,0.062,-0.048,-0.115,0.002,-0.099,-0.066,-0.261,0.313,0.04,0.107,-0.006,-0.351,-0.029,0.095,-0.023,-0.168,0.121,-0.045,0.038,0.101,0.021,0.002,-0.093,-0.031,0.005,-0.037,-0.106,0.011,-0.073,-0.027,0.0,-0.152,-0.007,0.041,0.153
50,1.723,2.015,-0.928,0.014,-0.302,1.677,-0.135,0.698,0.066,0.459,0.562,1.01,0.547,-0.541,0.572,-0.36,-0.262,-0.175,0.006,-0.242,-0.188,-0.231,-0.128,-0.125,0.92,-0.625,0.099,0.004,0.694,-0.306,0.606,-0.672,-0.134,-0.308,0.213,0.223,-0.662,0.072,-0.31,-0.135,-0.101,-0.544,0.171,-0.023,0.109,-0.096,-0.592,-0.371,0.052,-0.333,-0.404,-0.11,-0.243,-0.228,0.556,0.416,0.095,-0.155,-0.267,0.295,-0.194,0.012,-0.185,-0.252,0.35,0.147,-0.338,0.058,-0.006,0.15
100,1.503,1.886,-0.817,-0.099,-0.368,1.421,-0.435,0.516,0.07,0.655,0.484,0.808,0.275,-0.361,0.716,0.044,0.002,-0.075,-0.065,0.012,-0.088,0.064,-0.131,-0.171,0.523,-0.26,0.06,0.055,0.429,-0.154,0.427,-0.4,-0.158,-0.011,0.062,0.194,-0.156,-0.056,-0.139,0.039,-0.005,-0.308,0.261,0.237,0.015,-0.035,-0.329,-0.179,0.065,-0.092,-0.193,0.096,-0.116,0.027,0.153,0.004,-0.057,-0.119,-0.005,0.065,-0.026,-0.073,0.026,-0.092,0.029,0.04,-0.079,0.001,0.083,0.087
150,1.318,1.904,-1.005,-0.272,-0.155,1.33,-0.436,0.695,0.04,0.553,0.263,0.712,0.249,-0.257,0.766,0.226,0.13,-0.087,-0.092,0.117,-0.061,0.053,-0.186,-0.176,0.556,-0.25,0.154,0.044,0.332,-0.011,0.464,-0.23,-0.064,-0.065,-0.071,0.098,0.013,-0.15,-0.105,-0.114,-0.041,-0.243,0.313,0.16,0.116,-0.007,-0.205,0.138,-0.029,0.163,-0.141,0.27,0.092,0.294,0.029,-0.154,-0.08,-0.068,0.111,-0.225,0.018,-0.154,-0.018,0.024,-0.04,-0.04,-0.079,0.022,0.17,0.11
200,1.386,1.478,-0.877,-0.129,0.204,0.952,-0.653,0.44,-0.192,0.584,0.13,1.16,-0.012,-0.254,0.793,0.4,0.205,-0.221,-0.097,0.367,0.182,0.287,-0.219,0.087,0.358,-0.128,0.25,0.182,0.148,0.15,0.37,-0.463,0.02,-0.231,0.194,0.032,0.333,0.236,0.097,0.082,0.267,-0.173,0.237,0.252,-0.081,-0.025,-0.129,-0.179,0.261,-0.146,-0.08,-0.106,-0.112,-0.021,-0.079,-0.01,-0.043,-0.072,-0.032,0.038,-0.019,-0.107,0.09,-0.05,-0.164,-0.109,-0.066,-0.074,-0.058,0.019
250,1.544,1.553,-0.876,-0.217,0.058,1.156,-0.496,0.521,-0.206,0.535,0.297,1.059,-0.007,-0.097,0.637,0.289,0.147,-0.15,-0.075,0.226,0.211,0.273,-0.184,-0.052,0.322,-0.206,0.191,0.116,0.241,0.072,0.311,-0.242,0.024,0.015,0.039,0.11,0.24,-0.019,-0.063,0.025,0.093,-0.195,0.304,0.148,-0.035,-0.015,-0.027,-0.094,0.154,0.061,-0.164,0.11,-0.043,0.136,-0.029,-0.065,0.045,-0.071,0.036,-0.093,0.035,-0.098,0.034,0.003,-0.066,-0.079,-0.119,0.025,0.069,0.002
300,1.726,1.572,-0.912,-0.065,0.053,1.071,-0.312,0.285,-0.232,0.596,0.298,1.011,0.016,-0.044,0.617,0.238,0.221,-0.213,-0.097,0.24,0.112,0.167,-0.066,-0.152,0.167,-0.104,0.005,0.215,0.245,0.14,0.363,0.013,0.063,0.061,-0.088,0.134,0.291,-0.047,-0.008,0.12,0.195,-0.004,0.339,0.39,-0.183,-0.023,0.002,-0.02,0.173,0.18,-0.139,0.09,0.034,0.141,-0.208,-0.21,0.055,-0.174,0.051,-0.103,0.182,-0.13,0.127,-0.011,-0.207,-0.081,-0.119,-0.096,0.012,0.088
350,1.394,1.936,-1.025,-0.047,-0.221,1.532,-0.735,0.482,0.182,0.634,0.278,0.877,0.335,-0.405,0.913,0.083,0.144,0.023,0.349,-0.009,0.112,0.238,0.079,-0.218,0.369,-0.129,-0.021,0.381,0.465,-0.101,0.347,-0.444,0.031,0.145,0.111,0.132,0.139,-0.227,-0.027,0.071,0.251,-0.243,0.482,0.14,-0.045,-0.142,0.082,-0.108,0.198,0.128,-0.188,0.035,0.02,-0.055,0.058,0.055,0.096,-0.246,-0.011,-0.023,0.007,-0.125,0.039,-0.112,-0.084,-0.013,-0.174,0.007,0.007,0.13
400,1.283,1.663,-0.965,-0.106,-0.141,1.157,-0.579,0.425,0.013,0.489,0.277,0.931,0.195,-0.177,0.636,0.153,0.045,-0.078,0.04,0.19,0.168,0.136,-0.108,-0.102,0.231,-0.167,0.013,0.209,0.346,0.043,0.356,-0.066,0.088,0.033,-0.028,0.005,0.208,0.013,-0.007,-0.038,0.188,-0.057,0.3,0.175,-0.113,-0.034,0.119,-0.006,0.134,0.164,-0.04,0.039,0.049,0.054,-0.238,-0.2,-0.021,-0.105,0.119,-0.196,0.115,-0.16,0.109,-0.06,-0.244,-0.093,0.01,-0.061,0.017,0.029
450,1.506,1.573,-0.75,-0.171,-0.211,1.325,-0.232,0.384,-0.091,0.581,0.439,1.155,0.305,-0.067,0.611,0.113,0.094,-0.269,-0.105,0.035,0.029,-0.084,-0.245,0.001,0.56,-0.322,0.002,0.001,0.278,-0.037,0.441,-0.522,0.036,-0.095,0.161,0.124,-0.075,0.11,-0.117,-0.005,0.007,-0.299,0.139,0.154,0.007,-0.071,-0.425,-0.159,0.142,-0.253,-0.108,-0.163,-0.141,-0.082,0.148,0.086,0.03,-0.047,-0.127,0.155,-0.023,-0.094,-0.049,-0.102,0.015,-0.045,-0.043,-0.044,0.044,0.067
