timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.641,1.688,-0.839,-0.124,-0.049,1.227,-0.74,0.21,-0.005,0.537,0.204,1.047,0.087,-0.185,0.678,0.423,0.293,-0.078,0.081,0.202,0.3,0.515,-0.001,-0.158,-0.028,0.095,0.08,0.369,0.197,0.039,0.228,-0.067,0.122,0.365,0.023,0.088,0.351,-0.31,-0.007,0.315,0.389,0.093,0.396,0.39,-0.175,0.036,0.094,-0.167,0.047,0.143,-0.207,0.259,0.02,0.064,-0.153,-0.22,0.048,-0.197,0.045,-0.214,0.176,-0.121,0.11,-0.041,-0.252,-0.17,-0.116,-0.029,0.07,0.087
50,1.554,1.056,-0.883,-0.089,-0.015,1.029,-0.332,0.085,-0.16,0.591,0.324,0.926,-0.002,0.077,0.326,0.173,0.146,-0.056,0.094,0.151,0.145,0.262,-0.107,-0.175,0.055,-0.062,-0.072,0.375,0.254,-0.061,0.239,0.158,0.039,0.27,-0.157,0.081,0.219,-0.034,0.034,0.041,0.143,-0.108,0.367,0.264,-0.106,0.085,0.064,0.205,0.006,0.038,0.071,0.143,0.169,0.211,-0.156,-0.19,-0.017,-0.142,0.079,-0.152,0.026,-0.132,0.007,0.022,-0.06,-0.101,0.012,0.027,0.088,0.05
100,1.613,1.522,-0.935,-0.287,-0.055,1.531,-0.078,0.347,0.014,0.749,0.36,0.847,0.223,0.144,0.799,0.237,0.107,-0.076,0.033,-0.122,-0.092,-0.104,-0.136,-0.12,0.444,-0.36,-0.025,-0.051,0.595,-0.095,0.554,0.097,0.185,0.215,-0.244,0.199,0.048,0.169,-0.055,-0.374,-0.251,-0.4,0.306,0.083,-0.086,0.157,-0.4,0.394,-0.054,0.056,-0.06,0.105,0.124,0.29,0.148,-0.014,0.008,-0.072,0.022,-0.002,-0.123,-0.086,-0.091,0.028,0.109,0.031,0.039,-0.04,0.206,0.04
150,1.622,1.473,-0.875,-0.261,0.076,1.053,-0.115,0.322,-0.207,0.627,0.271,0.978,0.05,0.205,0.474,0.159,0.08,-0.092,-0.001,0.411,-0.047,-0.064,-0.233,-0.229,0.355,-0.219,-0.173,0.019,0.391,-0.022,0.572,0.257,0.007,0.229,-0.366,0.193,0.129,-0.105,-0.089,-0.213,-0.25,-0.448,0.322,0.085,0.106,0.161,-0.214,0.461,-0.024,-0.091,0.072,0.211,0.161,0.292,0.002,0.006,-0.009,-0.134,-0.024,0.03,-0.192,-0.067,-0.055,0.034,0.113,-0.05,0.044,-0.021,0.1,0.048
200,1.702,1.518,-0.792,-0.044,-0.351,1.461,-0.255,0.168,0.034,0.449,0.447,0.838,0.316,-0.225,0.591,-0.047,-0.04,-0.045,0.115,-0.234,-0.004,0.124,-0.035,-0.131,0.292,-0.108,0.127,0.107,0.438,-0.183,0.289,-0.282,-0.078,0.082,0.096,-0.002,-0.07,0.088,-0.062,-0.032,0.202,-0.185,0.298,0.255,-0.258,-0.139,-0.147,-0.191,0.064,0.077,-0.295,-0.028,-0.104,-0.083,0.018,0.034,0.115,-0.242,-0.055,-0.013,0.069,-0.084,0.053,-0.144,-0.119,0.041,-0.228,-0.005,-0.024,0.123
250,1.463,2.047,-0.77,-0.12,-0.347,1.4,-0.407,0.363,0.137,0.594,0.456,0.848,0.319,-0.204,0.829,0.158,0.026,-0.259,-0.031,0.09,0.065,0.29,-0.21,-0.266,0.421,-0.169,0.08,0.046,0.14,-0.025,0.411,-0.38,-0.052,-0.074,0.141,0.039,0.138,0.07,-0.063,-0.096,0.079,-0.317,0.315,0.236,0.061,-0.067,-0.124,-0.154,0.286,-0.055,-0.104,0.066,-0.076,0.048,0.007,-0.14,-0.043,-0.171,0.02,-0.141,0.161,-0.095,0.107,-0.103,-0.194,-0.001,-0.016,-0.011,0.037,0.133
300,1.543,1.816,-0.79,-0.089,-0.256,1.215,-0.293,0.388,-0.051,0.391,0.294,0.758,0.186,-0.186,0.551,0.139,-0.098,-0.076,0.055,0.104,-0.095,0.144,-0.171,-0.105,0.371,-0.203,0.157,-0.033,0.273,-0.021,0.336,-0.3,0.03,-0.008,0.011,0.098,-0.018,0.191,-0.03,-0.099,0.08,-0.343,0.143,0.102,0.081,0.064,-0.225,0.05,0.069,-0.028,-0.036,-0.005,0.072,0.117,-0.024,-0.129,-0.07,-0.131,0.065,-0.056,0.002,-0.042,0.039,-0.108,-0.002,-0.005,-0.109,-0.047,-0.019,0.091
350,1.573,1.842,-0.908,-0.114,-0.278,1.3,-0.463,0.449,0.105,0.351,0.255,0.656,0.467,-0.396,0.679,0.171,0.002,-0.006,0.098,-0.127,-0.061,0.161,-0.004,-0.085,0.32,-0.126,0.151,0.009,0.15,-0.132,0.258,-0.385,-0.039,0.234,0.007,0.153,0.055,0.041,-0.098,-0.025,0.269,-0.089,0.289,0.302,-0.113,-0.063,-0.238,-0.143,0.179,-0.039,-0.144,0.075,0.012,0.049,-0.035,-0.113,-0.077,-0.094,0.075,-0.131,0.087,-0.09,0.044,-0.11,-0.105,-0.016,-0.141,-0.034,-0.023,0.052
400,1.316,1.557,-0.901,-0.116,-0.021,1.119,-0.424,0.288,-0.068,0.509,0.258,1.01,0.212,-0.134,0.54,0.131,0.074,-0.024,0.02,0.156,0.121,-0.06,-0.104,-0.183,0.322,-0.16,-0.057,0.262,0.443,0.003,0.44,-0.099,-0.001,0.013,-0.076,0.13,0.094,-0.101,-0.088,-0.093,-0.025,-0.212,0.347,0.077,-0.113,-0.007,-0.203,0.168,0.145,-0.029,0.036,0.075,0.078,0.136,-0.028,-0.078,-0.03,-0.111,0.035,-0.032,-0.02,-0.075,-0.01,-0.055,-0.016,-0.042,-0.015,0.013,0.079,0.038
450,1.867,1.574,-0.845,-0.31,-0.073,1.359,-0.19,0.321,-0.145,0.676,0.442,1.279,0.225,0.146,0.633,0.194,0.154,-0.22,-0.091,0.165,0.003,-0.004,-0.194,-0.205,0.499,-0.338,-0.077,0.1,0.428,0.013,0.611,-0.012,-0.02,0.122,-0.183,0.03,0.183,0.067,-0.121,-0.264,-0.25,-0.553,0.359,0.162,0.062,0.17,-0.424,0.234,0.07,-0.064,-0.065,0.042,0.072,0.104,0.243,0.053,0.003,-0.186,-0.127,-0.043,-0.118,-0.102,-0.107,-0.05,0.028,0.012,-0.014,0.081,0.127,0.15
