timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.465,1.725,-0.939,0.061,-0.207,1.165,-0.646,0.479,-0.062,0.375,0.336,0.549,0.176,-0.373,0.533,-0.028,-0.035,0.004,0.071,-0.048,0.124,0.199,0.048,-0.315,0.332,-0.111,0.078,0.25,0.433,-0.221,0.293,-0.201,-0.124,0.134,-0.11,0.153,-0.227,-0.148,-0.045,0.038,0.236,-0.186,0.244,0.195,-0.01,-0.032,-0.274,0.111,-0.031,0.018,-0.192,0.199,0.108,0.006,0.129,-0.009,0.024,-0.089,-0.029,-0.186,0.005,-0.087,-0.074,-0.12,-0.109,0.003,-0.15,0.016,0.088,0.134
50,1.763,1.386,-0.957,-0.158,-0.149,1.456,-0.044,0.275,-0.186,0.541,0.591,0.982,0.279,-0.101,0.441,-0.104,-0.049,-0.111,0.085,-0.082,-0.014,-0.062,-0.194,-0.168,0.466,-0.234,-0.174,0.234,0.494,-0.239,0.465,0.107,-0.001,0.054,-0.114,-0.061,-0.187,0.078,-0.11,-0.204,-0.038,-0.328,0.24,0.068,-0.135,-0.13,-0.133,0.127,0.092,-0.05,-0.051,0.034,0.045,-0.012,0.035,-0.03,0.118,-0.188,-0.055,0.007,0.071,-0.097,-0.052,-0.097,-0.033,0.003,-0.062,0.039,0.085,0.131
100,1.664,1.616,-0.908,-0.309,-0.164,1.332,-0.053,0.274,-0.092,0.756,0.403,1.123,0.132,0.226,0.511,0.192,0.232,-0.19,0.058,0.165,-0.014,-0.079,-0.221,-0.15,0.372,-0.349,-0.156,0.082,0.423,-0.097,0.651,0.153,0.147,0.242,-0.198,0.191,0.124,-0.036,0.102,-0.251,-0.336,-0.401,0.343,0.09,0.047,0.099,-0.315,0.251,0.025,0.013,-0.031,0.206,0.063,0.238,0.059,-0.133,0.009,-0.109,0.019,-0.077,-0.047,-0.13,-0.074,0.009,0.1,0.028,0.001,0.018,0.163,0.105
150,1.802,1.812,-1.021,0.026,-0.183,1.513,-0.324,0.43,-0.041,0.457,0.568,0.742,0.425,-0.413,0.554,-0.152,-0.247,-0.057,-0.127,-0.14,-0.061,0.051,-0.128,-0.167,0.48,-0.163,0.094,0.245,0.382,-0.265,0.378,-0.204,-0.147,0.04,-0.007,0.078,-0.412,-0.093,-0.205,-0.113,0.122,-0.291,0.228,0.252,0.045,0.013,-0.455,-0.264,0.073,-0.14,-0.262,0.054,0.015,-0.019,0.319,0.125,0.049,-0.155,-0.165,0.097,-0.015,-0.029,-0.143,-0.195,0.047,0.045,-0.074,0.048,-0.038,0.106
200,1.457,1.996,-0.868,-0.046,-0.35,1.424,-0.444,0.49,0.118,0.366,0.366,0.442,0.324,-0.444,0.809,-0.096,-0.095,-0.027,0.065,-0.187,-0.193,0.091,0.039,-0.046,0.356,-0.028,0.074,0.121,0.276,-0.23,0.276,-0.615,-0.014,-0.077,0.192,0.022,-0.307,0.156,-0.134,0.108,0.302,-0.231,0.062,0.182,-0.088,-0.178,-0.4,-0.268,0.202,-0.214,-0.3,-0.105,-0.16,-0.263,0.122,0.119,0.095,-0.115,-0.194,0.154,0.057,0.031,0.023,-0.209,-0.074,0.033,-0.202,-0.019,-0.085,0.092
250,1.389,1.549,-0.856,-0.056,0.022,1.161,-0.516,0.516,-0.09,0.636,0.208,1.076,0.131,-0.27,0.779,0.314,0.03,-0.025,-0.123,0.065,0.015,0.252,-0.073,0.03,0.475,-0.284,0.255,0.026,0.38,0.011,0.371,-0.452,-0.047,-0.038,0.078,0.152,0.077,0.047,-0.027,0.033,0.043,-0.221,0.284,0.179,-0.107,0.018,-0.2,-0.099,0.068,0.008,-0.216,0.062,-0.051,0.087,-0.119,-0.041,0.023,-0.074,0.022,-0.082,0.016,-0.114,-0.005,-0.054,-0.088,-0.026,-0.116,-0.054,0.093,0.097
300,1.704,1.507,-0.607,-0.181,0.135,1.133,-0.236,0.408,-0.118,0.725,0.313,0.952,0.044,0.269,0.693,0.396,0.197,-0.328,-0.1,0.412,0.165,0.197,-0.47,-0.095,0.344,-0.266,0.095,-0.235,0.055,-0.05,0.51,-0.04,0.071,-0.038,-0.037,0.092,0.316,0.317,0.075,-0.04,0.045,-0.374,0.235,0.352,-0.012,0.048,-0.235,0.243,0.097,-0.145,0.042,0.024,0.05,0.227,-0.086,-0.122,-0.065,-0.1,0.06,-0.007,-0.071,-0.049,0.075,0.029,-0.112,-0.087,0.078,-0.081,0.032,0.055
350,1.53,2.06,-0.761,-0.157,-0.254,1.742,-0.569,0.611,0.077,0.735,0.437,0.85,0.437,-0.45,0.944,0.18,-0.001,-0.068,0.07,-0.056,-0.098,0.139,-0.168,-0.071,0.701,-0.234,0.124,-0.054,0.375,-0.162,0.569,-0.432,-0.148,-0.035,0.212,0.033,-0.219,0.072,-0.167,-0.126,-0.09,-0.415,0.33,0.133,-0.098,-0.166,-0.382,-0.247,0.188,-0.163,-0.379,-0.038,-0.233,-0.217,0.259,0.205,0.1,-0.144,-0.116,0.114,-0.044,-0.106,-0.042,-0.193,-0.025,0.023,-0.171,0.008,-0.021,0.179
400,1.791,1.461,-0.986,-0.454,0.08,1.2,-0.202,0.253,-0.317,0.589,0.27,1.196,-0.002,0.029,0.548,0.185,0.16,-0.073,-0.023,0.253,-0.062,0.055,-0.175,-0.098,0.395,-0.307,0.056,0.118,0.494,0.091,0.468,-0.01,0.14,0.091,-0.252,0.095,0.323,0.136,-0.069,-0.293,-0.234,-0.427,0.24,0.027,0.15,0.142,-0.424,0.251,0.213,-0.136,-0.049,0.263,0.129,0.368,-0.011,-0.134,-0.069,-0.001,-0.033,-0.174,-0.098,-0.144,-0.045,0.053,-0.064,-0.003,0.02,0.026,0.076,0.079
450,1.542,2.02,-0.841,-0.04,-0.181,1.406,-0.729,0.633,0.004,0.381,0.283,0.848,0.442,-0.769,0.778,0.001,-0.119,0.12,0.052,-0.211,-0.089,0.13,0.051,0.003,0.677,-0.171,0.356,0.136,0.54,-0.143,0.402,-0.82,-0.268,-0.215,0.129,0.196,-0.417,0.018,-0.196,0.125,0.191,-0.18,0.08,0.152,-0.031,-0.208,-0.427,-0.575,0.167,-0.286,-0.464,-0.193,-0.287,-0.507,0.219,0.317,0.174,-0.178,-0.244,0.297,0.066,0.016,0.026,-0.338,-0.065,-0.037,-0.389,0.0,-0.244,0.108
