timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.916,1.708,-0.773,-0.154,-0.206,1.651,0.079,0.201,-0.186,0.636,0.582,1.098,0.336,-0.049,0.44,-0.085,-0.138,-0.15,0.113,-0.107,-0.158,-0.125,-0.057,-0.173,0.431,-0.294,-0.087,0.107,0.666,-0.236,0.491,-0.075,-0.099,0.184,-0.098,0.203,-0.217,-0.062,-0.106,-0.087,-0.171,-0.368,0.267,0.133,-0.15,-0.035,-0.425,0.067,0.023,-0.146,-0.206,0.081,-0.005,-0.116,0.202,0.037,0.074,-0.153,-0.167,0.001,0.041,-0.102,-0.028,-0.133,0.009,-0.053,-0.161,0.026,0.02,0.128
50,1.484,1.229,-0.874,0.044,-0.103,1.103,-0.194,0.116,-0.073,0.385,0.486,0.71,0.199,-0.139,0.308,-0.034,-0.063,-0.098,0.011,-0.014,0.116,0.05,-0.078,-0.153,0.152,-0.121,-0.068,0.213,0.309,-0.135,0.383,0.001,-0.011,0.128,-0.044,0.105,-0.039,0.011,-0.022,-0.053,0.169,-0.125,0.268,0.155,-0.172,-0.048,-0.115,-0.075,0.038,0.01,-0.112,0.121,0.013,0.108,0.05,-0.055,-0.074,-0.134,0.034,-0.088,0.017,-0.047,-0.01,-0.086,-0.011,-0.021,-0.101,-0.026,0.126,0.099
100,1.846,1.891,-0.835,-0.321,-0.18,1.639,-0.404,0.472,0.03,0.669,0.309,1.153,0.331,-0.219,0.917,0.226,0.191,-0.078,0.066,-0.038,-0.182,0.046,-0.207,-0.028,0.679,-0.325,0.181,-0.165,0.413,-0.079,0.659,-0.599,-0.149,0.097,0.193,0.114,-0.111,0.403,-0.131,-0.122,-0.064,-0.401,0.162,0.215,-0.158,-0.046,-0.281,0.027,0.172,-0.243,-0.04,-0.12,-0.055,0.085,-0.052,-0.097,-0.043,-0.119,-0.002,0.062,0.059,-0.039,0.042,-0.049,-0.039,-0.106,0.032,0.002,-0.019,0.04
150,1.407,1.808,-0.783,-0.083,-0.26,1.286,-0.419,0.457,-0.012,0.508,0.344,0.542,0.239,-0.413,0.635,0.158,-0.092,-0.066,0.031,-0.159,-0.133,0.083,-0.086,-0.099,0.418,-0.092,0.148,0.068,0.327,-0.158,0.308,-0.268,-0.196,0.031,0.107,0.061,-0.026,0.076,-0.139,-0.154,0.049,-0.35,0.233,0.207,0.07,-0.082,-0.355,-0.202,0.15,-0.192,-0.224,-0.009,-0.183,-0.085,0.172,0.142,0.067,-0.145,-0.156,0.099,-0.043,-0.015,-0.06,-0.123,-0.001,-0.002,-0.135,0.021,-0.042,0.103
200,1.703,1.927,-0.707,-0.075,-0.138,1.428,-0.432,0.466,-0.105,0.626,0.326,1.134,0.203,-0.169,0.892,0.217,0.066,-0.223,-0.128,0.177,-0.103,0.145,-0.26,-0.096,0.496,-0.328,0.146,0.09,0.26,0.126,0.373,-0.485,-0.109,-0.245,0.205,0.033,0.047,0.259,-0.221,-0.093,-0.125,-0.306,0.187,0.14,-0.079,-0.117,-0.345,-0.171,0.279,-0.299,-0.162,-0.094,-0.192,0.017,0.161,0.099,-0.013,-0.051,-0.035,0.153,-0.108,-0.025,0.005,-0.077,-0.044,0.007,-0.013,-0.004,-0.033,0.009
250,1.501,1.598,-0.725,-0.078,-0.125,1.001,-0.529,0.237,-0.072,0.48,0.206,0.802,0.035,-0.15,0.391,0.342,0.167,-0.12,-0.105,0.243,0.156,0.384,-0.049,-0.166,0.099,-0.046,0.12,0.223,0.204,0.121,0.314,0.138,-0.134,0.241,-0.042,-0.049,0.22,0.087,-0.123,-0.094,0.145,-0.101,0.227,0.307,-0.124,-0.002,-0.012,-0.037,0.156,-0.029,-0.019,0.061,0.046,0.153,-0.211,-0.109,0.002,-0.083,0.027,-0.106,0.094,-0.044,-0.004,-0.004,-0.147,-0.099,-0.051,-0.035,-0.073,0.054
300,1.862,1.159,-0.798,-0.292,0.035,1.018,-0.227,0.063,-0.217,0.492,0.291,1.004,0.075,0.124,0.481,0.167,0.166,-0.067,0.19,0.348,0.168,0.166,-0.097,-0.145,0.082,-0.116,-0.055,0.265,0.277,-0.07,0.349,0.133,0.168,0.283,-0.176,0.112,0.326,-0.14,0.014,0.131,0.184,-0.096,0.326,0.224,-0.109,0.056,-0.133,0.264,0.013,0.113,0.105,0.234,0.216,0.264,-0.076,-0.204,-0.075,-0.109,-0.022,-0.239,0.055,-0.173,0.001,0.021,-0.187,-0.155,0.075,-0.043,0.095,0.086
350,1.566,1.206,-0.791,0.016,-0.028,0.947,-0.507,0.189,-0.076,0.454,0.189,0.899,0.079,-0.095,0.448,0.283,0.114,-0.008,0.03,0.15,0.179,0.349,-0.011,-0.109,0.071,0.034,0.224,0.257,0.355,-0.066,0.123,-0.135,-0.165,0.171,-0.0,0.08,0.177,0.049,-0.04,0.126,0.23,-0.001,0.304,0.31,-0.304,-0.059,0.076,-0.011,0.013,0.177,-0.072,0.047,0.145,0.131,-0.078,-0.093,-0.019,-0.115,0.129,-0.215,0.067,-0.169,0.037,-0.028,-0.249,-0.078,-0.006,0.009,0.086,0.055
400,1.452,1.879,-0.683,-0.031,-0.312,1.47,-0.562,0.46,0.141,0.598,0.353,0.626,0.313,-0.487,0.956,0.085,-0.007,0.009,0.132,-0.154,-0.069,0.258,-0.042,-0.126,0.418,-0.071,0.158,0.046,0.345,-0.124,0.353,-0.57,0.011,0.025,0.153,0.208,0.032,0.008,-0.062,0.104,0.212,-0.233,0.196,0.186,-0.202,-0.169,-0.157,-0.24,0.304,-0.047,-0.312,-0.028,-0.132,-0.226,0.041,0.011,0.117,-0.197,-0.119,0.065,0.153,-0.036,0.099,-0.223,-0.249,-0.014,-0.139,0.023,-0.122,0.08
450,1.32,1.739,-1.002,-0.111,-0.173,1.147,-0.554,0.275,0.033,0.491,0.424,0.698,0.134,-0.14,0.48,0.162,0.106,-0.185,-0.06,0.075,0.133,0.27,-0.086,-0.227,0.118,0.008,0.019,0.262,0.209,-0.063,0.275,0.077,-0.004,0.195,0.011,-0.074,0.14,-0.154,0.078,-0.044,0.195,-0.086,0.367,0.308,-0.076,-0.013,-0.02,-0.016,0.1,0.183,-0.198,0.117,0.023,0.082,-0.105,-0.231,0.055,-0.167,0.013,-0.256,0.242,-0.125,0.065,-0.033,-0.283,-0.126,-0.153,0.017,-0.022,0.164
