pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64
-25.993,-7.311,25.626,-143.037,-49.091,40.204,7.358,-10.095,-25.342,-11.914,-15.522,38.829,9.56,36.054,-13.434,-22.281,37.093,-88.068,0.324,-4.87,-20.158,-18.357,-34.983,-1.223,24.884,54.299,-10.109,-15.605,25.035,49.595,3.322,-26.493,16.279,-3.83,-17.051,16.39,0.482,-4.819,-8.827,-6.951,-2.895,9.439,22.03,36.851,22.734,17.471,4.304,-7.558,-12.675,-2.916,-22.32,8.733,-1.711,2.947,3.93,5.001,7.307,6.788,-3.531,1.555,20.192,-1.761,-0.546,-2.616,-3.169
