timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.598,1.531,-0.906,-0.098,-0.277,1.172,-0.219,0.164,0.02,0.446,0.438,0.759,0.179,0.039,0.362,-0.055,0.012,-0.19,0.217,0.022,0.111,0.116,-0.133,-0.214,0.093,-0.022,-0.159,0.283,0.375,-0.226,0.295,0.117,0.123,0.339,-0.23,0.099,0.134,-0.309,0.074,0.104,0.215,-0.106,0.361,0.199,-0.204,0.029,0.039,0.226,-0.037,0.19,-0.116,0.262,0.19,0.091,0.045,-0.101,0.089,-0.149,-0.045,-0.264,0.096,-0.082,-0.047,-0.021,-0.133,-0.129,-0.133,0.026,0.1,0.067
50,1.355,1.524,-0.976,-0.248,0.105,0.985,-0.348,0.341,-0.126,0.687,0.223,0.976,0.024,0.053,0.618,0.315,0.219,-0.147,-0.154,0.337,0.134,0.213,-0.311,-0.094,0.264,-0.193,0.036,0.004,0.201,0.209,0.467,0.07,0.027,0.05,-0.097,-0.014,0.301,-0.023,-0.091,-0.141,-0.046,-0.208,0.358,0.212,-0.078,0.091,-0.121,0.08,0.098,0.039,-0.095,0.071,0.006,0.08,0.026,-0.073,0.014,-0.088,-0.018,0.004,-0.016,-0.14,0.017,-0.01,-0.079,-0.071,0.013,-0.011,0.039,0.064
100,1.604,1.447,-0.871,-0.149,0.136,1.063,-0.478,0.303,-0.122,0.668,0.261,1.007,0.072,0.018,0.669,0.416,0.171,-0.148,-0.032,0.239,0.181,0.291,-0.15,-0.189,0.228,-0.176,0.129,0.015,0.183,-0.002,0.389,0.056,0.041,0.2,-0.128,0.05,0.362,0.149,0.044,-0.082,0.074,-0.337,0.392,0.322,0.048,0.174,-0.12,0.18,0.029,0.077,-0.062,0.079,0.084,0.187,-0.068,-0.122,-0.007,-0.097,0.021,-0.082,-0.089,-0.126,-0.007,0.026,-0.045,-0.1,-0.012,0.004,0.093,0.043
150,1.653,1.507,-0.836,-0.191,-0.116,1.471,0.061,0.197,-0.078,0.709,0.514,1.374,0.374,0.125,0.51,0.093,0.078,-0.163,0.084,0.03,0.035,-0.038,-0.212,-0.185,0.395,-0.432,-0.218,-0.022,0.507,-0.053,0.649,0.147,0.136,0.131,-0.113,0.133,0.044,0.037,-0.091,-0.309,-0.213,-0.484,0.476,0.154,-0.21,0.029,-0.146,0.262,0.045,0.174,-0.073,0.12,0.045,0.146,-0.022,-0.18,0.03,-0.19,0.007,-0.164,0.045,-0.138,0.054,-0.072,-0.049,-0.064,-0.083,0.012,0.132,0.122
200,1.798,1.55,-0.985,-0.339,-0.174,1.532,0.127,0.361,0.034,0.846,0.607,0.912,0.287,0.121,0.627,-0.071,0.106,-0.049,0.191,-0.075,-0.176,-0.125,-0.131,-0.197,0.506,-0.327,-0.16,-0.106,0.542,-0.233,0.645,0.091,0.099,0.325,-0.318,0.319,0.172,-0.069,-0.016,-0.175,-0.166,-0.358,0.384,0.166,-0.039,0.071,-0.306,0.468,0.07,0.126,-0.027,0.15,0.211,0.242,0.042,-0.098,0.03,-0.078,0.002,-0.118,-0.085,-0.179,-0.087,0.053,0.139,0.026,-0.081,-0.035,0.266,0.113
250,1.747,1.683,-0.89,-0.323,-0.018,1.438,-0.32,0.554,-0.091,0.76,0.258,1.418,0.135,-0.026,0.786,0.316,0.235,-0.105,-0.01,0.128,-0.069,-0.0,-0.341,-0.037,0.635,-0.473,0.162,-0.12,0.446,0.132,0.787,-0.315,-0.035,0.063,0.027,0.165,0.129,0.325,-0.058,-0.343,-0.236,-0.369,0.351,0.079,-0.102,0.024,-0.325,0.12,0.099,-0.181,-0.188,-0.013,-0.062,0.063,0.189,-0.039,-0.065,-0.007,0.009,0.111,-0.121,-0.013,0.028,-0.082,0.058,0.013,0.05,-0.008,0.111,0.049
300,1.357,1.497,-0.909,0.081,-0.287,1.138,-0.449,0.228,0.053,0.139,0.409,0.582,0.277,-0.548,0.468,-0.162,-0.124,0.004,-0.002,-0.145,0.038,0.129,0.104,-0.089,0.195,-0.002,0.084,0.209,0.215,-0.122,0.186,-0.276,0.055,0.023,0.064,-0.015,-0.186,-0.028,-0.028,0.122,0.377,-0.046,0.214,0.28,-0.095,-0.097,-0.053,-0.166,0.066,0.14,-0.202,0.116,0.02,-0.04,-0.006,-0.029,0.053,-0.148,-0.054,-0.162,0.094,-0.102,0.087,-0.164,-0.228,-0.093,-0.158,-0.015,-0.017,0.09
350,1.736,1.522,-0.675,-0.349,-0.177,1.521,-0.152,0.417,-0.053,0.791,0.406,1.158,0.243,0.101,0.809,0.415,0.11,-0.271,0.009,0.253,0.059,0.24,-0.264,-0.16,0.36,-0.372,0.002,-0.134,0.315,0.016,0.492,0.023,-0.031,0.119,-0.021,0.046,0.247,0.477,-0.056,-0.36,-0.116,-0.401,0.351,0.267,-0.143,-0.015,-0.205,0.281,0.174,-0.014,0.096,-0.081,0.082,0.345,-0.184,-0.221,-0.105,-0.043,0.188,-0.167,0.008,-0.099,0.093,0.034,-0.041,-0.066,0.052,-0.014,0.147,0.03
400,1.669,1.42,-0.996,-0.037,-0.192,1.194,-0.148,-0.001,0.029,0.522,0.465,0.93,0.232,-0.049,0.357,-0.077,-0.054,-0.191,0.141,0.103,0.052,0.136,-0.089,-0.133,0.07,-0.077,-0.203,0.327,0.467,-0.11,0.268,0.079,-0.006,0.153,-0.071,0.011,-0.106,-0.087,-0.16,0.018,0.14,-0.238,0.254,0.134,-0.195,-0.091,-0.075,0.004,0.047,0.057,-0.176,0.183,0.093,0.109,0.043,-0.129,0.056,-0.16,0.014,-0.189,0.107,-0.104,-0.087,-0.099,-0.159,0.017,-0.082,0.063,0.076,0.158
450,1.636,1.52,-0.867,0.001,-0.161,1.248,-0.551,0.241,-0.131,0.36,0.365,0.986,0.288,-0.369,0.543,0.102,-0.075,-0.133,0.043,0.014,0.169,0.279,-0.052,-0.119,0.247,-0.139,0.085,0.443,0.379,-0.026,0.06,-0.421,-0.086,-0.27,0.216,0.015,-0.112,0.077,-0.079,0.255,0.266,0.021,0.145,0.299,-0.144,-0.196,-0.244,-0.401,0.139,-0.065,-0.211,-0.081,-0.174,-0.203,0.002,-0.013,0.046,-0.128,-0.076,0.051,0.097,-0.066,0.015,-0.166,-0.11,0.014,-0.231,-0.027,-0.011,0.157
