timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.647,1.28,-1.01,-0.089,0.031,0.95,-0.393,0.233,-0.21,0.48,0.228,0.676,-0.013,-0.244,0.43,0.073,-0.039,-0.022,-0.006,0.044,0.042,0.082,0.046,-0.037,0.208,-0.023,0.081,0.212,0.37,-0.057,0.29,-0.073,-0.076,0.15,-0.128,0.145,0.033,-0.128,-0.019,0.182,0.216,-0.091,0.242,0.346,-0.15,0.006,-0.194,0.012,-0.079,0.017,-0.112,0.179,0.099,0.071,-0.073,0.01,0.085,-0.119,-0.097,-0.181,0.05,-0.107,-0.016,-0.042,-0.126,-0.111,-0.238,0.012,0.013,0.085
50,1.374,1.685,-0.977,-0.242,-0.041,1.192,-0.489,0.221,-0.067,0.716,0.324,0.864,0.06,0.04,0.591,0.425,0.13,-0.045,0.021,0.229,0.156,0.204,-0.137,-0.099,0.067,-0.058,-0.09,0.165,0.226,-0.008,0.436,0.165,0.054,0.277,-0.182,0.047,0.345,-0.045,0.005,-0.025,0.184,-0.15,0.32,0.323,-0.047,0.103,-0.119,0.219,0.183,-0.023,0.055,0.13,0.209,0.256,-0.13,-0.137,-0.047,-0.064,0.044,-0.245,0.062,-0.129,0.032,0.047,-0.092,-0.102,0.006,-0.012,0.085,0.048
100,1.353,1.361,-0.873,-0.111,-0.107,0.965,-0.217,0.206,-0.102,0.501,0.268,0.738,0.085,0.083,0.436,0.085,0.049,-0.085,0.156,0.204,0.138,0.075,-0.124,-0.222,0.202,-0.097,-0.082,0.164,0.302,-0.086,0.444,0.151,0.019,0.257,-0.115,0.04,0.075,-0.155,0.016,-0.092,-0.001,-0.152,0.32,0.142,-0.183,0.043,-0.064,0.322,-0.106,0.274,-0.063,0.29,0.271,0.236,-0.011,-0.204,0.022,-0.123,0.04,-0.244,0.042,-0.184,-0.008,-0.006,-0.169,-0.07,-0.041,-0.006,0.125,0.132
150,1.43,1.64,-0.869,-0.131,-0.085,1.146,-0.783,0.554,0.02,0.645,0.055,0.778,0.149,-0.387,0.893,0.446,0.153,0.021,0.05,0.132,0.058,0.246,-0.065,-0.107,0.412,-0.112,0.088,0.116,0.274,0.052,0.348,-0.348,-0.173,0.06,0.114,0.097,0.174,0.046,-0.155,0.05,0.12,-0.19,0.159,0.292,-0.039,-0.13,-0.111,-0.095,0.229,0.001,-0.143,-0.003,-0.018,0.047,-0.069,-0.064,0.009,-0.069,-0.005,-0.072,0.089,-0.131,0.065,-0.079,-0.165,-0.031,-0.129,-0.014,-0.051,0.066
200,1.406,2.221,-0.745,-0.238,-0.098,1.567,-0.756,0.818,-0.051,0.819,0.361,1.109,0.22,-0.463,1.076,0.444,0.074,-0.19,-0.228,0.191,0.026,0.057,-0.307,0.041,0.815,-0.481,0.181,-0.112,0.364,0.065,0.677,-0.662,-0.307,-0.351,0.35,0.048,-0.059,0.37,-0.105,-0.186,-0.111,-0.395,0.11,0.168,-0.119,-0.14,-0.482,-0.216,0.253,-0.29,-0.176,-0.149,-0.217,0.013,0.071,-0.106,-0.108,0.004,0.061,0.015,0.019,-0.041,0.106,-0.178,-0.063,-0.009,-0.086,-0.018,-0.025,0.073
250,1.745,1.494,-0.865,-0.295,-0.011,1.365,-0.065,0.323,-0.141,0.78,0.425,1.155,0.282,0.315,0.627,0.228,0.191,-0.258,-0.073,0.205,0.025,-0.094,-0.426,-0.172,0.492,-0.389,-0.094,0.039,0.422,-0.084,0.666,0.156,0.001,-0.013,-0.028,0.108,0.103,0.083,-0.112,-0.243,-0.24,-0.488,0.299,0.123,-0.028,0.074,-0.351,0.366,0.055,0.05,0.066,0.125,0.095,0.352,0.123,-0.025,-0.075,-0.038,0.058,-0.129,-0.14,-0.12,-0.104,0.064,0.158,-0.081,0.046,0.03,0.214,0.018
300,1.204,1.314,-0.978,-0.058,0.035,0.859,-0.756,0.329,-0.069,0.472,0.187,0.667,-0.099,-0.185,0.484,0.261,0.229,-0.189,-0.038,0.227,0.401,0.281,-0.094,-0.106,0.104,-0.011,0.056,0.283,-0.031,0.026,0.313,0.017,0.066,0.141,0.027,-0.075,0.397,-0.056,0.154,0.116,0.305,0.097,0.363,0.346,-0.085,0.017,0.047,-0.003,0.211,0.049,0.092,0.039,0.082,0.151,-0.298,-0.275,-0.091,-0.053,0.071,-0.254,0.194,-0.103,0.115,0.035,-0.287,-0.195,0.035,-0.043,-0.031,0.042
350,1.749,1.764,-0.801,-0.142,0.02,1.269,-0.573,0.547,-0.169,0.631,0.26,0.978,0.115,-0.436,0.794,0.349,0.038,-0.093,-0.074,0.046,-0.029,0.213,-0.076,0.125,0.42,-0.197,0.428,-0.065,0.315,-0.071,0.375,-0.448,-0.107,-0.05,0.081,0.1,0.066,0.236,-0.125,0.017,0.16,-0.175,0.215,0.367,-0.058,-0.092,-0.365,-0.367,0.18,-0.199,-0.232,-0.137,-0.189,-0.207,0.094,0.079,-0.011,-0.133,-0.081,0.108,-0.023,-0.129,0.026,-0.148,-0.088,-0.047,-0.08,-0.019,-0.076,0.103
400,1.172,1.64,-0.918,0.104,-0.287,1.239,-0.802,0.41,0.178,0.46,0.242,0.418,0.263,-0.494,0.725,0.174,0.02,0.128,0.138,-0.112,0.121,0.345,0.167,-0.113,0.174,0.052,0.064,0.324,0.376,-0.059,0.168,-0.182,-0.136,0.198,0.017,0.011,0.003,-0.117,-0.021,0.111,0.409,-0.023,0.364,0.326,-0.336,-0.178,0.072,-0.199,0.066,0.221,-0.265,0.032,0.033,-0.083,-0.164,-0.072,0.144,-0.217,0.022,-0.142,0.193,-0.159,0.041,-0.177,-0.275,-0.065,-0.184,-0.01,-0.096,0.102
450,1.585,1.868,-0.961,-0.216,0.041,1.317,-0.381,0.48,-0.124,0.818,0.374,0.868,0.151,-0.155,0.701,0.249,0.094,-0.066,-0.016,0.061,-0.006,-0.033,0.007,-0.212,0.379,-0.282,0.058,0.067,0.327,0.075,0.587,-0.009,0.014,0.161,-0.08,0.214,0.206,-0.012,-0.05,-0.195,-0.007,-0.273,0.419,0.156,-0.03,0.036,-0.129,0.159,0.137,0.021,-0.05,-0.017,-0.053,0.089,-0.035,0.129,0.057,-0.136,-0.045,-0.022,-0.06,-0.092,-0.063,-0.032,0.029,-0.089,-0.054,-0.029,0.089,0.058
