timestamp,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69
0,1.429,1.523,-0.883,-0.166,-0.102,0.934,-0.708,0.338,-0.105,0.642,0.198,0.846,-0.11,-0.091,0.688,0.526,0.228,-0.124,-0.046,0.313,0.115,0.279,-0.049,-0.229,0.221,-0.032,0.116,0.2,0.063,0.176,0.288,0.013,-0.003,0.108,-0.045,0.043,0.411,0.058,0.063,-0.004,0.12,-0.098,0.344,0.335,-0.001,0.004,-0.204,0.046,0.106,0.048,-0.047,0.086,0.025,0.11,-0.135,-0.215,-0.017,-0.156,0.046,-0.152,0.09,-0.1,0.062,-0.017,-0.209,-0.077,-0.026,0.032,-0.025,0.075
50,1.566,1.629,-0.86,-0.26,-0.026,1.259,-0.154,0.244,-0.073,0.642,0.285,0.901,0.23,0.154,0.755,0.159,0.163,-0.036,0.224,0.067,0.107,0.055,-0.255,-0.1,0.349,-0.191,-0.007,-0.013,0.192,0.027,0.536,0.032,0.268,0.146,-0.045,0.019,0.387,-0.06,0.085,-0.304,-0.198,-0.308,0.447,-0.088,-0.153,0.063,-0.244,0.189,0.129,0.042,-0.137,0.183,0.066,0.069,0.227,0.05,0.035,-0.128,-0.039,0.019,-0.062,-0.068,0.063,-0.016,0.013,-0.102,0.025,-0.012,0.1,0.042
100,1.315,1.416,-0.914,0.122,-0.105,1.126,-0.401,0.339,-0.127,0.474,0.387,0.745,0.204,-0.277,0.382,0.051,-0.005,-0.115,-0.122,-0.027,0.091,0.107,-0.136,-0.098,0.272,-0.139,0.103,0.212,0.433,-0.122,0.238,-0.167,-0.139,0.016,0.027,0.167,-0.155,0.011,-0.091,0.06,0.14,-0.082,0.082,0.199,-0.129,-0.109,-0.216,-0.068,-0.083,0.028,-0.188,0.108,-0.022,-0.05,0.131,0.084,0.053,-0.119,-0.056,-0.019,-0.007,-0.067,-0.066,-0.117,-0.026,-0.005,-0.113,-0.004,0.064,0.058
150,1.521,1.299,-0.788,-0.09,-0.092,0.906,-0.341,0.215,-0.114,0.576,0.285,1.017,0.059,0.149,0.347,0.235,0.109,-0.186,-0.054,0.175,0.207,0.163,-0.295,-0.061,0.246,-0.122,0.021,0.043,0.202,-0.009,0.317,-0.063,0.001,0.221,-0.035,0.164,0.235,0.027,-0.043,0.019,0.046,-0.189,0.293,0.155,-0.213,0.052,0.013,0.159,0.093,0.078,-0.051,0.034,0.119,0.162,-0.131,-0.037,0.031,-0.142,0.012,-0.215,0.048,-0.137,-0.014,0.026,-0.178,-0.095,-0.005,-0.02,0.093,0.098
200,1.291,2.051,-0.742,-0.163,-0.36,1.389,-0.712,0.586,0.179,0.59,0.267,0.676,0.165,-0.372,0.902,0.388,0.128,-0.035,-0.01,0.176,0.034,0.249,-0.171,-0.095,0.318,0.009,0.058,0.001,0.124,0.012,0.533,-0.154,-0.079,-0.012,0.026,0.009,0.258,0.139,-0.082,-0.071,0.113,-0.279,0.336,0.229,-0.113,-0.122,-0.166,0.086,0.181,-0.052,-0.071,-0.025,-0.025,0.138,-0.121,0.09,0.022,-0.142,-0.016,-0.025,0.01,-0.068,-0.013,-0.014,-0.097,-0.041,-0.06,-0.043,-0.07,0.045
250,1.727,1.561,-0.928,-0.128,-0.249,1.477,-0.22,0.454,-0.064,0.621,0.381,0.897,0.315,-0.28,0.742,-0.037,-0.057,0.006,0.005,-0.117,-0.187,-0.038,-0.196,-0.056,0.613,-0.308,0.176,-0.074,0.415,-0.091,0.649,-0.534,-0.01,0.081,0.089,0.211,-0.248,0.233,-0.151,-0.286,-0.252,-0.323,0.166,-0.053,-0.096,-0.042,-0.504,0.031,0.118,-0.262,-0.209,0.057,-0.067,0.084,0.306,0.139,0.024,-0.066,-0.123,0.15,-0.098,-0.026,-0.148,-0.119,0.111,0.107,-0.095,0.056,0.098,0.068
300,1.445,1.783,-0.829,-0.102,-0.077,1.395,-0.502,0.609,0.061,0.699,0.127,0.931,0.243,-0.153,0.848,0.338,0.148,-0.114,0.086,0.04,0.057,0.204,-0.249,-0.134,0.49,-0.293,0.177,-0.071,0.332,-0.007,0.47,-0.386,-0.087,0.047,0.03,0.124,0.017,0.154,-0.163,-0.054,0.035,-0.275,0.362,0.225,-0.051,-0.051,-0.195,0.092,0.138,-0.016,-0.034,-0.039,0.037,0.093,-0.067,0.014,0.002,-0.153,0.062,-0.108,0.013,-0.153,-0.031,-0.069,-0.058,-0.027,-0.083,0.005,0.063,0.079
350,1.468,1.605,-1.127,-0.124,-0.171,1.353,-0.417,0.264,-0.006,0.512,0.254,0.872,0.365,-0.264,0.585,-0.123,-0.066,0.043,0.261,-0.06,-0.006,-0.037,-0.031,-0.271,0.306,-0.152,-0.119,0.357,0.513,-0.124,0.37,-0.078,0.039,0.144,-0.118,0.231,-0.153,-0.258,-0.175,0.023,0.177,-0.156,0.384,0.158,-0.124,-0.072,-0.219,0.211,0.054,0.1,-0.074,0.276,0.189,0.107,-0.023,-0.105,-0.002,-0.161,-0.056,-0.225,0.052,-0.128,-0.022,-0.101,-0.091,-0.062,-0.136,0.039,0.092,0.118
400,1.649,1.74,-0.873,-0.238,-0.136,1.31,-0.24,0.419,-0.158,0.522,0.341,0.859,0.196,-0.239,0.495,0.022,-0.031,-0.074,-0.1,0.105,-0.124,-0.034,-0.086,-0.092,0.488,-0.258,0.097,0.067,0.428,-0.008,0.47,-0.192,-0.141,0.055,-0.039,0.099,-0.05,0.139,-0.13,-0.231,-0.201,-0.407,0.224,0.046,-0.03,0.021,-0.219,0.012,0.067,-0.129,-0.242,0.187,0.002,0.214,0.231,0.018,-0.045,-0.081,-0.056,0.025,-0.014,-0.043,-0.07,-0.094,0.004,0.039,0.008,0.015,0.06,0.077
450,1.406,1.832,-0.727,-0.14,-0.049,1.199,-0.629,0.504,-0.027,0.594,0.128,1.022,0.119,-0.263,0.91,0.348,0.169,-0.267,-0.134,0.224,0.135,0.252,-0.179,-0.071,0.421,-0.272,0.222,-0.023,0.251,0.132,0.485,-0.518,-0.136,-0.179,0.201,0.092,0.151,0.318,-0.046,-0.103,-0.005,-0.325,0.169,0.215,-0.161,-0.058,-0.348,-0.108,0.138,-0.136,-0.193,-0.047,-0.109,-0.018,0.017,-0.006,0.043,-0.088,0.006,-0.041,0.031,-0.078,0.031,-0.1,-0.076,-0.052,-0.148,-0.005,-0.039,0.01
